Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Switzerland,CHE,..,0.78731927,33.40227742,35.40334671,37.20713045,38.89147463,40.16769702,42.56208317,42.47296117,45.10760917,46.27466695,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Syrian Arab Republic,SYR,..,..,0.054334855,0.164785794,0.324237889,0.55631068,1.106247226,1.580715297,2.279541439,3.143948465,4.011871871,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Tajikistan,TJK,..,..,0.050280045,0.059081053,0.061620547,0.064236678,0.067424232,0.070664197,0.072541782,0.069683303,0.068094997,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Tanzania,TZA,..,..,0.015162752,0.015918972,0.016796621,0.060982072,0.086484539,0.114561256,0.16667501,0.202712539,0.254405311,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Thailand,THA,..,..,3.131809854,3.959540618,4.897195152,5.850427446,6.76648938,7.748039255,8.092471722,9.241737473,10.6883505,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Timor-Leste,TLS,..,..,0.006760334,0.044258972,0.046319885,0.05016907,0.05385484,0.061789476,0.089202118,0.087663345,0.086122542,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Togo,TGO,..,..,0.031916541,0.067800946,0.431730726,0.525917818,0.624619144,0.10143785,0.180316889,0.880069538,0.607036414,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Tonga,TON,..,..,0.70036038,0.965651767,1.056696574,1.243376628,1.429374601,1.614082394,1.701612751,2.310606417,2.800126939,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Trinidad and Tobago,TTO,..,..,6.490718592,9.834043847,12.26192403,12.92628661,15.05937841,15.84445003,18.35542149,19.97219865,18.94118546,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Tunisia,TUN,..,..,2.187642545,3.54751939,4.535475078,5.201843231,4.848847094,4.728625387,4.486233076,5.108716781,5.648053663,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Turkey,TUR,..,..,8.181747781,9.054167904,9.839762223,10.39078637,10.63415326,11.86851402,11.69133624,12.39344232,13.55059996,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Turkmenistan,TKM,..,..,0.001525152,0.009339296,0.014339562,0.021540464,0.02706396,0.034350673,0.04333759,0.055829669,0.073547434,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Tuvalu,TUV,..,..,2.962811606,1.019575856,2.442250941,4.571312475,5.578093306,7.087889834,9.096422074,10.08471158,10.05833836,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Uganda,UGA,..,..,0.015098116,0.018256877,0.041191962,0.101041127,0.105651648,0.110434383,0.142099458,0.201099806,0.261064853,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Ukraine,UKR,..,..,3.443722578,4.123207433,6.418779324,6.921824579,8.005667655,8.834340341,9.293523561,11.80934808,11.98652729,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,United Arab Emirates,ARE,..,0.065194003,8.201308057,8.945263859,9.320790752,9.713822686,10.37393227,11.14829466,11.55839995,12.88953223,13.29981078,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,United Kingdom,GBR,..,0.089717904,28.22289871,28.97405523,30.85650759,32.98080381,34.54060538,36.49218559,37.37610065,38.61345092,39.17956479,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,United States,USA,..,2.484192986,25.15186724,25.84623436,27.06894497,28.04499973,29.13778444,30.00493209,30.32087809,31.43196373,32.36960518,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Uruguay,URY,..,..,7.301834813,9.447716677,11.37458622,13.9759999,17.10237794,21.63382997,24.57842088,26.2662912,26.78952985,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Uzbekistan,UZB,..,..,0.244086563,0.323935676,0.424930148,0.524869754,0.772824116,1.058612429,2.797791094,6.017469175,9.128153275,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Vanuatu,VUT,..,..,0.088731932,0.216606811,0.211596325,0.139384063,0.125373086,0.122644533,1.768866555,1.628342327,1.625440123,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,"Venezuela, RB",VEN,..,0.018326294,3.96553566,4.903425248,5.760629747,6.154574691,6.799278326,7.345554332,7.779508983,8.244989519,8.23271469,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Vietnam,VNM,..,..,2.345166179,3.644194002,4.120638136,4.268754452,5.259460934,5.620190888,6.483694578,8.199909345,9.910908178,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Virgin Islands (U.S.),VIR,..,..,6.944600517,8.448324416,8.554078698,..,..,8.534423739,8.521237546,8.418610742,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,West Bank and Gaza,PSE,..,..,..,..,..,3.790871565,4.417874305,4.924883763,5.30027538,6.034538666,6.872838969,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,"Yemen, Rep.",YEM,..,..,0.119795954,0.242919078,0.369019771,0.467726727,0.70139666,1.052140744,1.361715326,1.546891207,1.64860435,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Zambia,ZMB,..,0.000207901,0.045783227,0.083446192,0.077680348,0.120399337,0.106564082,0.092491457,0.136615387,0.150712608,0.198230198,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Zimbabwe,ZWE,..,..,0.14080055,0.365662967,0.252351881,0.25451506,0.523924068,0.734406962,1.042746839,1.089896905,1.103375138,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Arab World,ARB,..,..,1.29425752062826,1.99805538666862,2.0788422273693,2.72760680616146,3.12304295287419,3.50322000466611,4.01525736871429,4.74456464098824,5.17823243154098,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Caribbean small states,CSS,..,..,4.87356095957808,6.30527766832934,6.82512592757462,7.13974066739107,8.92808494225534,9.53705034058102,10.5668982550341,12.3971025014133,13.6561652891874,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Central Europe and the Baltics,CEB,..,..,13.3396646340144,15.7536686018861,16.9818275526694,19.0303197115613,19.6855574256398,20.7412164333799,21.4625080835281,22.0970333173115,22.7174561687171,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Early-demographic dividend,EAR,..,..,1.15307809433924,1.49389116104949,1.77221336711292,2.05766877278153,2.39428628475856,2.62919393621437,2.88726066661609,3.22941569591748,3.54484378808726,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,East Asia & Pacific,EAS,..,0.324029970525157,6.93734952747262,8.1902241875945,9.70759802093886,10.8690660874017,12.1149725147248,12.830121751302,13.4535471786259,16.6451610731614,18.7961205556167,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,East Asia & Pacific (excluding high income),EAP,..,0.00179002189728498,4.6819401859942,5.909603685526,7.37095063825061,8.6638369580936,9.92240265862504,10.6365747916718,11.2331217969623,14.8549811289947,17.1633469448396,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,East Asia & Pacific (IDA & IBRD countries),TEA,..,0.00179002189728498,4.68189690425874,5.9095492382255,7.37088272260046,8.66377291469672,9.92234286403905,10.6365533401559,11.2330579349322,14.8548861590245,17.1633469448396,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Euro area,EMU,..,0.447929938496741,23.9229074478869,26.0620438240539,27.7441977333245,28.9799660792734,29.9425370013287,30.9821713084443,32.1245562332044,33.3548954107437,34.3064249390145,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Europe & Central Asia,ECS,..,..,15.514968170482,17.3340053931522,18.9661390901513,20.3091958443942,21.5183945650408,22.8089247584189,23.6974483491925,24.9465948341355,25.738118693216,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Europe & Central Asia (excluding high income),ECA,..,..,5.64370901923775,7.27474426339462,8.93096656453872,10.0955102661402,11.6192958329598,13.0630554088194,13.7297753883672,15.1021989051889,15.8808598675353,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,6.16843915626538,7.9134812164545,9.4840443527101,10.7977382475309,12.1696759909598,13.5203753263279,14.1768131366847,15.4375816333973,16.1664510335976,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,European Union,EUU,..,0.436367437439434,22.6846029772525,24.6627720846849,26.2643462750367,27.7566840528229,28.7115750572816,29.8654174274391,30.908423495886,32.042393316615,32.8641279505012,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Fragile and conflict affected situations,FCS,..,..,0.097170037620147,0.166958033035754,0.182583660398939,..,..,0.483498527410376,0.741672921889405,0.762737077603553,0.846380644615881,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Heavily indebted poor countries (HIPC),HPC,..,..,0.0678715804045456,0.0828419376895161,0.0832605576927313,0.135616770102409,0.158387834757376,0.193387623585614,0.251538926653774,0.278782664289172,0.330711689779682,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,High income,HIC,..,1.67295332224248,23.5821313825212,25.011846846061,26.3228813072829,27.5147815215387,28.457692585872,29.4188475783143,30.1796493564582,31.0916139360864,31.8905120661156,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,IBRD only,IBD,..,..,3.53144464679159,4.45105677111667,5.42802182628042,6.47170679179343,7.21630406171366,7.78650469691321,8.26325727499312,10.270120717754,11.498894646803,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,IDA & IBRD total,IBT,..,..,2.79132688146064,3.53605040707492,4.20171011390886,5.251072738745,5.68046562860687,6.07214962999306,6.45974156080774,7.94358881868473,8.87986619204075,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,IDA blend,IDB,..,..,0.121282402540417,0.207361922079624,0.325305280672459,..,0.52926958375836,0.587901885032337,0.791208475451534,0.948040355085158,1.10907875250099,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,IDA only,IDX,..,..,0.0555694779760883,0.110809760676432,0.131265582660995,0.193203585389007,0.266130515505613,0.421342340243436,0.650296988798232,0.842171191523262,0.989449291997098,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,IDA total,IDA,..,..,0.0795449037898517,0.147167847437893,0.197866883161234,0.318716387997073,0.362912634588888,0.479792737993697,0.699363068255481,0.877354440688036,1.0291921457243,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Late-demographic dividend,LTE,..,0.00948748879356832,5.78557086259947,7.22979123754959,8.67070496150745,10.4981916111892,11.7068417799415,12.6602002210361,13.4510322996373,17.1416525279819,19.3546079978256,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Latin America & Caribbean,LCN,..,0.03497522396646,4.92621408267149,5.90306944449321,6.69744271434403,8.02293160321695,8.65717900742262,9.36635283843999,9.84437614753848,10.593462403193,11.2068800860769,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Latin America & Caribbean (excluding high income),LAC,..,0.0343753404062062,4.73586562305037,5.68402033893072,6.47171060705416,7.80057736135335,8.40800709184191,9.09830319677881,9.54892617383024,10.2760061992393,10.8901661244594,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,0.03497522396646,4.96945966835087,5.95973821023778,6.76356869791369,8.12522799246045,8.75810863627591,9.47946243758204,9.96188272821016,10.7191857431873,11.3411802933725,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Least developed countries: UN classification,LDC,..,..,0.0438288599592791,0.0942551379046532,0.110717054230497,0.153568998119871,0.210693123561819,0.355956002744299,0.573588622387789,0.767644002611577,0.88750913731265,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Low & middle income,LMY,..,..,2.70201484340217,3.42702541682238,4.09169178089966,5.12054126593007,5.55601673161826,5.94652412300962,6.33035932565417,7.82303118484993,8.7644501396658,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Low income,LIC,..,..,0.0354447521269892,0.051677742104509,0.0617426875187405,0.107252552346403,0.152980108896214,0.198982660889936,0.236459727288907,0.269049723673095,0.274420016622625,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Lower middle income,LMC,..,..,0.526992734714116,0.791628127875673,0.991700046658485,1.26176072302217,1.38440605425272,1.50173004259579,1.69906998965172,2.01422240614253,2.30142561022834,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Middle East & North Africa,MEA,..,..,1.73146347454693,2.18478404526814,2.64609751353265,3.55237226792072,4.44090605355038,5.14748599638669,6.22466183076602,7.18671674426252,7.74735007287442,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Middle East & North Africa (excluding high income),MNA,..,..,0.831590451473131,1.17192471322267,1.59728551836286,2.40006681183297,3.22392229722034,3.89997592624934,5.11305403398096,6.05285650586838,6.77132302815354,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,0.831590451473131,1.17192471322267,1.59728551836286,2.38090773739261,3.20732244084025,3.88558862014638,5.11040006123962,6.05311872538999,6.76985562468418,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Middle income,MIC,..,..,2.90106805624812,3.69242880864628,4.48472265322135,5.54084007089814,6.04486929439024,6.54337769396436,6.9859474515245,8.64809490212139,9.70667788797975,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,North America,NAC,..,2.68982747444198,25.5831745963494,26.3092185208956,27.5313673666519,28.5059578528125,29.5745457783943,30.4436371016698,30.8266311654349,31.920612963278,32.857363758472,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,OECD members,OED,..,1.48825548026496,21.8905081866376,23.3490032631974,24.5960719401627,25.7237586381395,26.5749177438344,27.396946258232,28.0443295889108,29.1143326708473,29.9949845537341,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Other small states,OSS,..,..,4.42152812804527,5.19457002778244,5.32234314553726,6.15282584298154,6.41745249078149,6.80282701734461,7.01724505511354,7.17044964124352,7.43058844707073,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Pacific island small states,PSS,..,..,0.84162076280939,0.871204161343894,1.43124546413291,1.54812827126264,0.991495742052152,0.991674860672912,1.26227889762751,1.26818103746428,1.22275800983676,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Post-demographic dividend,PST,..,1.71898738306134,23.7425216833118,25.213914900178,26.7137266900121,27.8963297035695,28.8545545991247,29.8446546186809,30.6422839387694,31.845533551094,32.7258626578657,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Pre-demographic dividend,PRE,..,..,0.0440161821004023,0.0493189935129319,0.0526760998381791,..,0.0913873626456033,0.0903523049295124,0.113075011813796,0.143368072200057,0.156298774096214,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Small states,SST,..,..,4.29431349122745,5.16179402046704,5.38123042996621,6.10178237876823,6.59323947131792,6.97032735544403,7.34229559438045,7.80291873846363,8.23071264965458,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,South Asia,SAS,..,..,0.359881974268046,0.546190504356128,0.778388779612693,0.967313220546197,1.07395040741724,1.12821626800263,1.28270711541613,1.43603423039673,1.59494292484819,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,South Asia (IDA & IBRD),TSA,..,..,0.359881974268046,0.546190504356128,0.778388779612693,0.967313220546197,1.07395040741724,1.12821626800263,1.28270711541613,1.43603423039673,1.59494292484819,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Sub-Saharan Africa,SSF,..,..,0.112164409873836,0.134152705254361,0.161159807239925,0.264595409598631,0.249333206823012,0.320946253407679,0.376224073443691,0.369099229366218,0.40010442401017,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Sub-Saharan Africa (excluding high income),SSA,..,..,0.111700118113153,0.133525040619289,0.160363651745693,0.263128554999196,0.248102180378126,0.319637896934457,0.375016317625166,0.367759234545939,0.398740220059638,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,0.112164409873836,0.134152705254361,0.161159807239925,0.264595409598631,0.249333206823012,0.320946253407679,0.376224073443691,0.369099229366218,0.40010442401017,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Upper middle income,UMC,..,0.00884520923829068,5.45201179581568,6.7870584489345,8.15177921886782,9.97121860143724,11.1823854612019,12.1424193687384,12.8954939714582,16.2493267518391,18.2590027927938,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,World,WLD,..,..,6.28964077654765,7.13501945512979,7.87963304572749,9.03539175536218,9.42911433865238,9.85892026601574,10.277594024016,11.622038734485,12.5165142529055,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 03/01/2018,,,,,,,,,,,,,,,
